,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,Year
41,42,Warren Kidd,"Nov 5, '93, PHI vs. WSB",23,1,68,884,100,169,0,0,47,86,76,233,19,19,23,44,129,247,0.592,,0.547,13.0,3.6,3.4,0.3,1994
42,43,Chris King,"Dec 14, '93, SEA vs. ORL",24,1,15,86,19,48,2,7,15,26,5,15,11,4,0,12,12,55,0.396,0.286,0.577,5.7,3.7,1.0,0.7,1994
43,44,Toni Kukoč*,"Nov 5, '93, CHI @ CHH",25,1,75,1808,313,726,32,118,156,210,98,297,252,81,33,167,122,814,0.431,0.271,0.743,24.1,10.9,4.0,3.4,1994
44,45,George Lynch,"Nov 6, '93, LAL @ SEA",23,1,71,1762,291,573,0,5,99,166,220,410,96,102,27,87,177,681,0.508,0.0,0.596,24.8,9.6,5.8,1.4,1994
45,46,Malcolm Mackey,"Jan 13, '94, PHO @ SAS",23,1,22,69,14,37,0,2,4,8,12,24,1,0,3,2,9,32,0.378,0.0,0.5,3.1,1.5,1.1,0.0,1994
46,47,Gerald Madkins,"Nov 7, '93, CLE vs. NYK",24,1,22,149,11,31,5,15,8,10,1,11,19,9,0,13,16,35,0.355,0.333,0.8,6.8,1.6,0.5,0.9,1994
47,48,Bob Martin,"Nov 7, '93, LAC @ DEN",24,1,53,535,40,88,0,0,31,51,36,117,17,8,33,29,106,111,0.455,,0.608,10.1,2.1,2.2,0.3,1994
48,49,Jamal Mashburn,"Nov 5, '93, DAL @ UTA",21,1,79,2896,561,1382,85,299,306,438,107,353,266,89,14,245,205,1513,0.406,0.284,0.699,36.7,19.2,4.5,3.4,1994
49,50,Darnell Mee,"Nov 5, '93, DEN @ SAC",22,1,38,285,28,88,5,24,12,27,17,35,16,15,13,18,34,73,0.318,0.208,0.444,7.5,1.9,0.9,0.4,1994
50,51,Chris Mills,"Nov 5, '93, CLE vs. MIL",24,1,79,2022,284,677,38,122,137,176,134,401,128,54,50,89,232,743,0.419,0.311,0.778,25.6,9.4,5.1,1.6,1994
51,52,Darren Morningstar,"Nov 5, '93, DAL @ UTA",24,1,23,367,39,82,0,0,18,30,31,81,15,14,2,19,70,96,0.476,,0.6,16.0,4.2,3.5,0.7,1994
